piR-hsa-1282,"carcinoma, renal cell"
piR-hsa-27007,"carcinoma, renal cell"
piR-hsa-18758,"carcinoma, renal cell"
piR-hsa-11362,"carcinoma, renal cell"
piR-hsa-952,"carcinoma, renal cell"
piR-hsa-28478,"carcinoma, renal cell"
piR-hsa-23786,"carcinoma, renal cell"
piR-hsa-27282,"carcinoma, renal cell"
piR-hsa-21126,"carcinoma, renal cell"
piR-hsa-29218,"carcinoma, renal cell"
piR-hsa-12487,"carcinoma, renal cell"
piR-hsa-1191,"carcinoma, renal cell"
piR-hsa-11360,"carcinoma, renal cell"
piR-hsa-2117,"carcinoma, renal cell"
piR-hsa-9010,"carcinoma, renal cell"
piR-hsa-26131,"carcinoma, renal cell"
piR-hsa-6496,"carcinoma, renal cell"
piR-hsa-26441,"carcinoma, renal cell"
piR-hsa-18287,"carcinoma, renal cell"
piR-hsa-28210,"carcinoma, renal cell"
piR-hsa-23210,"carcinoma, renal cell"
piR-hsa-28231,"carcinoma, renal cell"
piR-hsa-29714,"carcinoma, renal cell"
piR-hsa-28851,"carcinoma, renal cell"
piR-hsa-20266,"carcinoma, renal cell"
piR-hsa-3616,"carcinoma, renal cell"
piR-hsa-25786,"carcinoma, renal cell"
piR-hsa-325,"carcinoma, renal cell"
piR-hsa-674,"carcinoma, renal cell"
piR-hsa-1245,"carcinoma, renal cell"
piR-hsa-1849,"carcinoma, renal cell"
piR-hsa-12485,"carcinoma, renal cell"
piR-hsa-12488,"carcinoma, renal cell"
piR-hsa-23538,"carcinoma, renal cell"
piR-hsa-23588,"carcinoma, renal cell"
piR-hsa-23919,"carcinoma, renal cell"
piR-hsa-26522,"carcinoma, renal cell"
piR-hsa-26527,"carcinoma, renal cell"
piR-hsa-26570,"carcinoma, renal cell"
piR-hsa-26683,"carcinoma, renal cell"
piR-hsa-26686,"carcinoma, renal cell"
piR-hsa-27065,"carcinoma, renal cell"
piR-hsa-27208,"carcinoma, renal cell"
piR-hsa-27728,"carcinoma, renal cell"
piR-hsa-28374,"carcinoma, renal cell"
piR-hsa-28467,"carcinoma, renal cell"
piR-hsa-28593,"carcinoma, renal cell"
piR-hsa-28840,"carcinoma, renal cell"
piR-hsa-28841,"carcinoma, renal cell"
piR-hsa-3178,"carcinoma, renal cell"
piR-hsa-5936,"carcinoma, renal cell"
piR-hsa-5939,"carcinoma, renal cell"
piR-hsa-9491,"carcinoma, renal cell"
piR-hsa-11341,"carcinoma, renal cell"
piR-hsa-15023,"carcinoma, renal cell"
piR-hsa-24680,"carcinoma, renal cell"
piR-hsa-29289,"carcinoma, renal cell"
piR-hsa-29461,"carcinoma, renal cell"
piR-hsa-12961,"carcinoma, renal cell"
piR-hsa-3814,"carcinoma, renal cell"
piR-hsa-7525,"carcinoma, renal cell"
piR-hsa-18246,"carcinoma, renal cell"
piR-hsa-16414,"carcinoma, renal cell"
piR-hsa-9647,"carcinoma, renal cell"
piR-hsa-7530,"carcinoma, renal cell"
piR-hsa-14215,"carcinoma, renal cell"
piR-hsa-6035,"carcinoma, renal cell"
piR-hsa-9545,"carcinoma, renal cell"
piR-hsa-12648,"carcinoma, renal cell"
piR-hsa-13505,"carcinoma, renal cell"
piR-hsa-23149,"carcinoma, renal cell"
piR-hsa-21840,"carcinoma, renal cell"
piR-hsa-3420,"carcinoma, renal cell"
piR-hsa-32097,"carcinoma, renal cell"
piR-hsa-18854,"carcinoma, renal cell"
piR-hsa-19192,"carcinoma, renal cell"
piR-hsa-6315,"carcinoma, renal cell"
piR-hsa-24773,"carcinoma, renal cell"
piR-hsa-18926,"carcinoma, renal cell"
piR-hsa-24726,"carcinoma, renal cell"
piR-hsa-13940,"carcinoma, renal cell"
piR-hsa-25418,"carcinoma, renal cell"
piR-hsa-4543,"carcinoma, renal cell"
piR-hsa-15706,"carcinoma, renal cell"
piR-hsa-21508,"carcinoma, renal cell"
piR-hsa-5103,"carcinoma, renal cell"
piR-hsa-21509,"carcinoma, renal cell"
piR-hsa-18847,"carcinoma, renal cell"
piR-hsa-12526,"carcinoma, renal cell"
piR-hsa-3579,"carcinoma, renal cell"
piR-hsa-14934,"carcinoma, renal cell"
piR-hsa-21675,"carcinoma, renal cell"
piR-hsa-6409,"carcinoma, renal cell"
piR-hsa-25440,"carcinoma, renal cell"
piR-hsa-20485,"carcinoma, renal cell"
piR-hsa-28123,"carcinoma, renal cell"
piR-hsa-18482,"carcinoma, renal cell"
piR-hsa-20394,"carcinoma, renal cell"
piR-hsa-5749,"carcinoma, renal cell"
piR-hsa-19597,"carcinoma, renal cell"
piR-hsa-3577,"carcinoma, renal cell"
piR-hsa-27600,"carcinoma, renal cell"
piR-hsa-18863,"carcinoma, renal cell"
piR-hsa-25705,"carcinoma, renal cell"
piR-hsa-5698,"carcinoma, renal cell"
piR-hsa-19303,"carcinoma, renal cell"
piR-hsa-19848,"carcinoma, renal cell"
piR-hsa-19849,"carcinoma, renal cell"
piR-hsa-13957,"carcinoma, renal cell"
piR-hsa-17929,"carcinoma, renal cell"
piR-hsa-27745,"carcinoma, renal cell"
piR-hsa-18939,"carcinoma, renal cell"
piR-hsa-19616,"carcinoma, renal cell"
piR-hsa-31133,"carcinoma, renal cell"
piR-hsa-20683,"carcinoma, renal cell"
piR-hsa-30893,"carcinoma, renal cell"
piR-hsa-18524,"carcinoma, renal cell"
piR-hsa-28628,"carcinoma, renal cell"
piR-hsa-19059,"carcinoma, renal cell"
piR-hsa-26894,"carcinoma, renal cell"
